name,title,organization,bio,talk_title,photo_url,twitter,linkedin,year,event,source_url
"Bradley Rettler","Assistant Professor of Philosophy / Senior Fellow","University of Wyoming / Bitcoin Policy Institute","An Assistant Professor of Philosophy at the University of Wyoming and a Senior Fellow at the Bitcoin Policy Institute. His teaching and research explore metaphysics, ethics, and the philosophical foundations of Bitcoin. As a founding member of Resistance Money, a Bitcoin research collective, he brings academic rigor to Bitcoin discourse and contributes to advancing thoughtful, interdisciplinary engagement with digital currency. Rettler holds a PhD in philosophy from the University of Notre Dame.","","https://static.wixstatic.com/media/dea30a_07333cde53c04087bae405e57ee4201f~mv2.jpg","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
"Josh Hendrickson","Professor and Chair of Economics Department / Senior Fellow","University of Mississippi / Bitcoin Policy Institute","Professor and Chair of the Economics Department at the University of Mississippi and a Senior Fellow at the Bitcoin Policy Institute, AIER's Sound Money Project, and the Mercatus Center. His research spans monetary theory, political economy, and Bitcoin's role in modern monetary systems, with work published in leading journals such as the Journal of Money, Credit and Banking. Hendrickson also serves on the board of the Mississippi Council on Economic Education and is an active voice in policy discussions on sound money and digital assets.","","https://static.wixstatic.com/media/5b61ba_f099d4aee37a44a78f295da8232da6f2~mv2.webp","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
"William Luther","Associate Professor and Graduate Director of Economics","Florida Atlantic University","An associate professor and graduate director in the Economics Department at Florida Atlantic University, director of the American Institute for Economic Research's Sound Money Project, and an adjunct scholar with the Cato Institute's Center for Monetary and Financial Alternatives, where his research focuses on currency acceptance and government influence over money. An internationally recognized expert on cryptocurrencies, his work has been cited by major media outlets and published in top academic journals, with the Social Science Research Network ranking him among the top five percent of business authors.","","https://static.wixstatic.com/media/5b61ba_080f69e13fd448818b832ed26ddfc722~mv2.jpg","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
"Avik Roy","President","Foundation for Research on Equal Opportunity (FREOPP)","Serves as President of the Foundation for Research on Equal Opportunity, where he has established himself as a leading healthcare policy expert. He is widely recognized for his comprehensive work on healthcare reform and economic policy analysis. He regularly contributes to major publications, offering insights on critical policy issues affecting healthcare and economic development.","","https://static.wixstatic.com/media/dea30a_c0dba0d197564feaa0cf6721dcb3fffc~mv2.jpeg","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
"Craig Warmke","Associate Professor of Philosophy / Senior Fellow","Northern Illinois University / Bitcoin Policy Institute","An Associate Professor of Philosophy at Northern Illinois University and a Senior Fellow at the Bitcoin Policy Institute. His work examines the intersection of money, philosophy, politics, and economics, and he co-authored Resistance Money: A Philosophical Case for Bitcoin (2024), bringing scholarly rigor to Bitcoin discourse. Warmke regularly collaborates with scholars, technologists, and policymakers to explore the philosophical and economic implications of emerging monetary technologies.","","https://static.wixstatic.com/media/dea30a_23f69198b53841639d8aeb36ec70b2f8~mv2.jpeg","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
"Yael Ossowski","Deputy Director / Fellow","Consumer Choice Center / Bitcoin Policy Institute","Serves as Deputy Director at the Consumer Choice Center and Fellow at the Bitcoin Policy Institute, where he brings over a decade of experience as a policy analyst, journalist, and consumer advocate across Europe and North America. As a prolific writer, he has published over 1,000 articles in major outlets including USA Today, The Hill, and Chicago Tribune, and previously served as Florida Bureau Chief for Watchdog.org. He holds an MA in Philosophy, Politics, Economics from CEVRO Institute in Prague and brings international perspective through his work between Austria and North Carolina.","","https://static.wixstatic.com/media/d9a02d_4257856dc2f34d1e98dc5134b918643c~mv2.png","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
"Jake Langenkamp","CEO and Co-Founder","Bridger","Founder of Bridger, a Bitcoin mining company dedicated to partnering with African nations to expand energy infrastructure and drive national productivity through mining operations. He brings over two decades of international experience from his service with the U.S. Department of Defense across Europe, Asia, and Africa. As a guest author at the Bitcoin Policy Institute, Langenkamp applies his global perspective to advancing innovative approaches to energy development and Bitcoin mining.","","https://static.wixstatic.com/media/5b61ba_eceb25739f4545a9bf5f29985d635c8c~mv2.png","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
"Grant McCarty","Co-Founder and Co-President","Bitcoin Policy Institute","Co-Founder and Co-President of the Bitcoin Policy Institute and the former Executive Director of the Bitcoin Advocacy Project. A serial entrepreneur, McCarty previously founded an education startup focused on college admissions equity and led marketing initiatives in the fintech sector. He holds an MBA from Johns Hopkins University and leverages his background in technology, education, and policy to advance Bitcoin adoption and public understanding.","","https://static.wixstatic.com/media/dea30a_b5f8a03ee964464ebd8e1806c1e6378e~mv2.jpg","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
"David Zell","Co-Founder and Co-President","Bitcoin Policy Institute","Co-Founder and Co-President of the Bitcoin Policy Institute. Prior to his work in the digital asset space, he co-founded ASAP, a nonprofit organization that successfully halted billions in private prison financing. Having studied Political Science at the University of Alabama, Zell brings a strong background in public policy and advocacy to advancing Bitcoin adoption and understanding.","","https://static.wixstatic.com/media/5b61ba_96c40bea092a4eabb157eaabb5822561~mv2.png","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
"Renee Sorchik","Vice President of Research","Bitcoin Policy Institute","Serves as Vice President of Research at the Bitcoin Policy Institute, where she brings 17 years of international research experience from work with the United Nations and global organizations across 30 countries. She specializes in translating complex data into actionable policy recommendations, drawing from extensive field experience in China, Egypt, and New Caledonia. She holds a master's in International Development from the University of Pittsburgh and focuses on Bitcoin's potential for global economic empowerment.","","https://static.wixstatic.com/media/5b61ba_9923deb80b1241f08352dbdf25871891~mv2.png","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
"Zack Cohen","Growth and Development Associate","Bitcoin Policy Institute","Growth and Development Associate at the Bitcoin Policy Institute, where he leads the organization's digital media program and strategic media partnerships. Since joining BPI in 2023, he has contributed across various departments, including government affairs, research, operations, and development.","","https://static.wixstatic.com/media/5b61ba_98b57364d2c64cb2897cb09cc48e338b~mv2.png","","",2025,"Bitcoin Policy Summit 2025","https://www.btcpolicysummit.org/2025-speakers"
